customer_id,age_alicorp,has_credit_line,has_perfect_customer,has_marketing_impulse,target,recency,frequency,unique_categories,total_amount,avg_ticket,total_discount,discount_rate,territory_id_T2,territory_id_T3,territory_id_T4,territory_id_T5,territory_id_T6,segment_S1,segment_S3,segment_S4,segment_S5,segment_S6
414,4.0,0,1,0,0,15,22,7,10355,470.6818181818182,770,0.07436021245774987,False,True,False,False,False,False,True,False,False,False
415,6.0,1,0,0,1,2,28,5,15128,540.2857142857143,663,0.04382601797990481,False,False,False,True,False,False,True,False,False,False
416,9.0,1,0,0,0,2,23,5,12121,527.0,622,0.05131589802821549,False,False,True,False,False,False,True,False,False,False
417,10.0,0,1,1,0,1,278,9,137843,495.83812949640287,7398,0.053669754720950646,False,False,False,False,False,False,True,False,False,False
418,4.0,0,1,1,0,9,8,3,5308,663.5,365,0.06876412961567445,False,False,False,False,False,False,True,False,False,False
419,10.0,0,0,0,0,24,14,1,6379,455.64285714285717,362,0.05674870669383916,False,False,False,False,False,False,True,False,False,False
420,9.0,1,0,0,1,24,39,6,17149,439.71794871794873,939,0.05475537932240947,False,False,False,False,False,False,False,True,False,False
421,10.0,0,0,1,0,19,111,8,54494,490.93693693693695,2868,0.05262964730062025,False,False,False,False,False,False,True,False,False,False
422,6.0,0,0,1,0,28,87,8,41846,480.98850574712645,2320,0.055441380299192274,False,False,False,False,False,False,True,False,False,False
423,7.0,0,0,0,0,8,14,4,10006,714.7142857142857,546,0.054567259644213474,False,False,False,False,False,False,True,False,False,False
424,1.0,1,1,0,0,8,71,7,35958,506.4507042253521,1896,0.052728182880026696,False,True,False,False,False,False,True,False,False,False
425,7.0,1,1,0,1,18,23,6,12606,548.0869565217391,680,0.05394256703157227,False,False,False,False,False,False,True,False,False,False
426,7.0,0,0,0,1,19,10,1,4191,419.1,171,0.0408017179670723,False,False,False,False,False,False,True,False,False,False
427,0.0,1,1,0,0,4,30,3,14500,483.3333333333333,830,0.05724137931034483,False,False,False,False,False,False,True,False,False,False
428,10.0,0,0,0,0,60,93,7,47062,506.0430107526882,2480,0.052696442990098166,False,True,False,False,False,False,True,False,False,False
429,5.0,0,0,0,0,2,100,8,53694,536.94,3287,0.06121726822363765,False,True,False,False,False,False,False,False,False,True
430,3.0,0,0,0,0,1,89,7,46976,527.8202247191011,2539,0.054048876021798364,False,False,False,False,False,False,True,False,False,False
431,8.0,0,1,0,0,5,70,6,34399,491.4142857142857,1631,0.04741416901654118,False,False,False,False,False,False,True,False,False,False
432,4.0,0,0,0,0,10,6,1,1169,194.83333333333334,55,0.04704875962360992,False,True,False,False,False,False,False,True,False,False
433,7.0,1,0,1,0,15,29,4,13141,453.13793103448273,457,0.03477665322273799,False,False,False,False,False,False,True,False,False,False
434,1.0,1,1,0,0,4,74,7,35870,484.72972972972974,1911,0.05327571787008642,False,False,False,True,False,False,True,False,False,False
435,8.0,0,1,0,0,8,79,5,36416,460.9620253164557,2037,0.05593695079086116,False,False,False,False,False,False,True,False,False,False
436,9.0,1,1,1,0,1,30,1,11236,374.53333333333336,633,0.05633677465290139,False,False,False,False,False,False,True,False,False,False
437,8.0,0,1,0,1,16,61,8,33108,542.7540983606557,1969,0.059472030929080585,False,False,False,False,False,False,True,False,False,False
438,9.0,1,0,1,0,18,150,6,75781,505.20666666666665,4161,0.054908222377640835,False,True,False,False,False,False,True,False,False,False
439,10.0,0,0,1,0,3,14,4,7750,553.5714285714286,482,0.06219354838709677,False,False,False,False,False,False,True,False,False,False
440,7.0,0,1,1,1,3,79,5,40742,515.7215189873418,2237,0.05490648470865446,False,True,False,False,False,False,True,False,False,False
441,3.0,0,1,1,1,53,15,3,7422,494.8,355,0.04783077337644839,False,False,False,True,False,False,True,False,False,False
442,3.0,1,1,0,0,10,61,6,32622,534.7868852459017,1530,0.0469008644473055,False,False,False,False,False,False,False,False,False,True
443,4.0,0,0,0,0,38,5,2,3743,748.6,96,0.02564787603526583,False,False,False,True,False,False,True,False,False,False
444,7.0,1,0,1,0,2,101,7,50574,500.73267326732673,2907,0.057480128129078184,False,False,False,True,False,False,True,False,False,False
445,7.0,0,0,0,0,3,139,9,63502,456.84892086330933,3561,0.05607697395357627,False,False,False,False,False,False,True,False,False,False
446,7.0,0,0,0,0,16,106,9,55581,524.3490566037735,2999,0.053957287562296466,True,False,False,False,False,False,False,False,False,True
447,4.0,1,0,1,0,31,5,1,3256,651.2,185,0.056818181818181816,False,True,False,False,False,False,False,True,False,False
448,2.0,1,1,1,0,29,23,5,11544,501.9130434782609,579,0.05015592515592516,False,True,False,False,False,False,True,False,False,False
449,3.0,0,0,1,0,1,141,9,62693,444.63120567375887,3124,0.04983012457531144,False,False,False,False,False,False,True,False,False,False
450,6.0,0,0,0,0,4,84,9,44357,528.0595238095239,1879,0.042360844962463645,False,False,False,False,False,False,True,False,False,False
451,10.0,0,0,1,0,3,41,6,21864,533.2682926829268,1319,0.06032747896084888,False,True,False,False,False,False,True,False,False,False
452,6.0,0,0,1,0,19,111,7,56657,510.4234234234234,3228,0.05697442504897894,False,True,False,False,False,False,True,False,False,False
453,3.0,0,1,0,0,12,7,3,3815,545.0,201,0.0526867627785059,False,True,False,False,False,False,True,False,False,False
454,1.0,1,0,1,1,19,5,1,2705,541.0,145,0.053604436229205174,False,False,False,True,False,False,True,False,False,False
455,4.0,1,0,0,0,11,36,7,17610,489.1666666666667,1121,0.06365701306076094,False,True,False,False,False,False,True,False,False,False
456,10.0,0,1,1,1,66,20,5,11466,573.3,672,0.05860805860805861,False,True,False,False,False,False,True,False,False,False
457,5.0,0,0,0,0,24,206,9,104569,507.61650485436894,5524,0.05282636345379606,False,False,False,False,False,False,True,False,False,False
458,1.0,0,0,0,0,3,10,3,4641,464.1,236,0.050851109674639086,False,False,False,True,False,False,True,False,False,False
459,7.0,0,0,1,0,7,5,2,2260,452.0,38,0.016814159292035398,False,False,True,False,False,False,False,True,False,False
460,1.0,1,0,1,0,1,69,5,35260,511.0144927536232,1860,0.052750992626205334,False,False,False,False,False,False,False,False,False,True
461,6.0,0,0,1,0,18,18,5,10078,559.8888888888889,437,0.043361778130581466,False,True,False,False,False,False,True,False,False,False
462,5.0,1,1,1,0,5,37,3,20132,544.1081081081081,1409,0.06998807868070733,False,True,False,False,False,False,False,False,False,True
463,9.0,0,1,0,0,12,22,4,10245,465.6818181818182,681,0.0664714494875549,False,False,False,False,False,False,True,False,False,False
464,4.0,0,0,0,1,1,24,2,11406,475.25,783,0.06864807995791689,False,False,False,False,False,False,True,False,False,False
465,3.0,0,1,0,0,4,51,8,26396,517.5686274509804,1604,0.06076678284588574,False,False,False,True,False,False,True,False,False,False
466,8.0,0,0,1,0,2,82,8,43551,531.109756097561,2453,0.05632476866202843,False,False,False,True,False,False,True,False,False,False
467,2.0,0,1,1,0,5,18,2,10215,567.5,744,0.07283406754772394,False,False,False,False,False,False,True,False,False,False
468,2.0,0,0,0,1,2,41,8,21737,530.170731707317,1006,0.046280535492478264,False,True,False,False,False,False,True,False,False,False
469,6.0,0,0,1,0,2,52,9,27614,531.0384615384615,1589,0.05754327515028609,False,True,False,False,False,False,True,False,False,False
470,8.0,1,0,0,0,3,28,5,13074,466.92857142857144,679,0.05193513844271072,False,False,False,True,False,False,True,False,False,False
471,9.0,0,0,0,0,3,10,3,6282,628.2,371,0.05905762496020376,False,False,False,False,False,False,True,False,False,False
472,9.0,0,1,0,1,2,37,5,17024,460.1081081081081,881,0.05175046992481203,False,True,False,False,False,False,True,False,False,False
473,1.0,1,0,1,0,19,91,9,44842,492.7692307692308,1917,0.04275010035234825,False,False,False,False,False,False,True,False,False,False
474,9.0,1,0,0,1,16,11,2,6417,583.3636363636364,453,0.07059373539036932,False,False,False,True,False,False,False,True,False,False
475,10.0,1,0,1,1,5,45,6,25445,565.4444444444445,1493,0.058675574769109846,False,True,False,False,False,False,True,False,False,False
476,8.0,1,0,0,0,2,25,4,13266,530.64,652,0.049148198401929744,False,False,False,False,False,False,True,False,False,False
477,10.0,1,1,1,0,29,118,7,62269,527.7033898305085,3220,0.051711124315469974,False,True,False,False,False,False,False,False,False,True
478,10.0,1,0,1,0,12,62,7,33423,539.0806451612904,1764,0.05277802710708195,True,False,False,False,False,False,True,False,False,False
479,3.0,1,0,0,0,3,17,4,8797,517.4705882352941,460,0.05229055359781744,False,False,False,False,False,False,True,False,False,False
480,9.0,0,0,0,0,18,88,2,44487,505.53409090909093,2317,0.052082630880931506,False,False,False,False,False,False,False,False,False,True
481,4.0,1,0,0,0,35,30,5,17266,575.5333333333333,996,0.05768562492760338,False,False,False,False,False,False,True,False,False,False
482,2.0,1,0,0,0,9,101,8,49928,494.33663366336634,2826,0.056601506168883195,False,False,False,True,False,False,True,False,False,False
483,9.0,1,1,1,0,7,30,6,16527,550.9,968,0.05857082350093786,True,False,False,False,False,False,True,False,False,False
484,4.0,1,0,0,0,3,67,9,34450,514.179104477612,2296,0.06664731494920174,False,False,False,False,False,False,True,False,False,False
485,10.0,1,0,1,0,8,68,6,33224,488.5882352941176,1922,0.05784974717071996,False,False,False,False,False,False,False,False,False,True
486,7.0,1,0,0,1,3,137,6,72190,526.9343065693431,3948,0.05468901509904419,False,False,False,False,False,False,True,False,False,False
487,6.0,0,0,0,0,3,58,6,28924,498.6896551724138,1554,0.0537270087124879,False,False,False,True,False,False,True,False,False,False
488,5.0,0,0,0,0,5,192,9,95617,498.0052083333333,5842,0.06109792191765063,False,True,False,False,False,False,True,False,False,False
489,1.0,1,0,0,0,37,47,6,26471,563.2127659574468,1424,0.05379471874881946,False,False,False,True,False,False,True,False,False,False
490,10.0,1,0,1,0,18,15,2,8085,539.0,309,0.03821892393320965,False,False,False,False,False,False,True,False,False,False
491,6.0,1,0,1,0,0,86,6,43089,501.0348837209302,2050,0.04757594745758778,False,True,False,False,False,False,True,False,False,False
492,9.0,1,0,1,0,8,17,2,8220,483.52941176470586,524,0.06374695863746958,False,False,True,False,False,False,False,False,False,False
493,10.0,1,0,1,0,18,14,4,9004,643.1428571428571,392,0.043536206130608615,False,False,False,False,False,False,True,False,False,False
494,8.0,0,1,1,0,17,10,3,4600,460.0,363,0.07891304347826086,False,False,False,True,False,False,True,False,False,False
495,9.0,1,0,0,0,25,6,3,3430,571.6666666666666,234,0.06822157434402332,False,False,False,True,False,False,True,False,False,False
496,0.0,0,1,0,0,25,4,1,1984,496.0,71,0.03578629032258065,False,False,False,True,False,False,False,True,False,False
497,5.0,1,0,1,1,9,136,7,70255,516.5808823529412,4116,0.058586577467795886,False,False,False,True,False,False,True,False,False,False
498,0.0,0,1,0,0,9,79,8,41673,527.506329113924,2469,0.05924699445684256,False,False,False,True,False,False,True,False,False,False
499,8.0,1,0,0,0,4,143,4,68577,479.55944055944053,3505,0.051110430610846205,False,True,False,False,False,False,True,False,False,False
500,1.0,0,0,1,0,4,127,3,61711,485.9133858267717,3168,0.051336066503540695,False,False,False,False,False,False,False,False,False,False
501,9.0,0,0,0,0,54,33,5,17237,522.3333333333334,826,0.0479201717236178,False,False,False,True,False,False,True,False,False,False
502,8.0,1,0,1,0,12,82,9,44282,540.0243902439024,2120,0.047874983063095615,True,False,False,False,False,False,True,False,False,False
503,5.0,1,0,0,0,15,7,2,2875,410.7142857142857,201,0.06991304347826087,False,False,False,True,False,False,True,False,False,False
504,8.0,1,1,0,0,9,18,3,7761,431.1666666666667,460,0.0592707125370442,False,False,False,False,False,False,True,False,False,False
505,2.0,1,0,0,0,1,40,3,20469,511.725,1188,0.058038985783379744,False,False,False,False,False,False,True,False,False,False
506,0.0,0,0,1,0,15,14,4,6973,498.07142857142856,454,0.06510827477412878,False,False,True,False,False,False,False,True,False,False
507,3.0,0,1,0,0,25,407,9,205459,504.8132678132678,11346,0.055222696499058206,False,True,False,False,False,False,False,False,True,False
508,0.0,0,0,0,0,17,26,7,15308,588.7692307692307,856,0.055918474000522606,False,False,False,False,False,False,True,False,False,False
509,5.0,0,1,0,0,9,217,8,110168,507.68663594470047,6007,0.05452581511872776,False,False,False,True,False,False,True,False,False,False
510,1.0,1,0,1,0,22,21,7,9165,436.42857142857144,348,0.037970540098199675,False,False,False,False,False,False,True,False,False,False
511,3.0,0,1,1,0,16,23,2,11859,515.6086956521739,934,0.07875874862973269,False,True,False,False,False,False,True,False,False,False
512,6.0,1,0,0,1,16,16,4,7296,456.0,314,0.04303728070175439,False,False,False,False,False,False,True,False,False,False
513,8.0,0,0,1,0,8,64,6,31668,494.8125,1814,0.057281798661109,False,True,False,False,False,False,False,False,False,True
514,10.0,1,0,0,0,0,39,6,20007,513.0,1189,0.05942919978007697,False,False,False,False,False,False,True,False,False,False
515,9.0,1,0,0,0,17,22,6,11312,514.1818181818181,792,0.07001414427157002,False,False,False,False,False,False,True,False,False,False
516,10.0,1,1,1,0,31,147,6,77246,525.4829931972789,4060,0.0525593558242498,False,True,False,False,False,False,True,False,False,False
517,1.0,1,1,0,0,18,12,3,6373,531.0833333333334,311,0.04879962341126628,False,False,False,True,False,False,True,False,False,False
518,7.0,1,1,0,0,30,14,1,4987,356.2142857142857,286,0.05734910767996792,False,False,False,False,False,False,True,False,False,False
519,9.0,1,0,1,0,7,14,2,8246,589.0,426,0.05166141159349988,False,False,False,False,False,False,True,False,False,False
520,5.0,1,0,0,0,4,875,4,429332,490.6651428571429,23085,0.053769576924151935,False,False,False,False,False,False,True,False,False,False
521,6.0,0,0,1,0,17,34,5,16904,497.1764705882353,966,0.057146237576904874,False,False,False,False,False,False,True,False,False,False
522,9.0,1,0,1,0,4,19,4,8604,452.8421052631579,559,0.06496978149697814,False,False,False,True,False,False,True,False,False,False
523,4.0,0,0,1,0,22,44,5,23053,523.9318181818181,1152,0.04997180410358738,False,False,False,False,False,False,False,False,False,True
524,9.0,0,0,0,0,4,21,2,11129,529.952380952381,421,0.037829095156797554,False,False,False,True,False,False,True,False,False,False
525,3.0,0,1,0,0,2,24,5,10395,433.125,596,0.057335257335257336,False,False,False,False,False,False,True,False,False,False
526,4.0,1,1,1,0,58,50,3,26669,533.38,1538,0.05766995387903558,False,False,False,False,False,False,False,False,False,False
527,9.0,1,0,1,1,10,65,7,32838,505.2,1802,0.054875449174736586,False,True,False,False,False,False,True,False,False,False
528,10.0,1,1,0,0,12,22,5,10715,487.04545454545456,548,0.051143257116192255,False,False,False,True,False,False,True,False,False,False
529,2.0,0,0,0,0,12,5,1,2022,404.4,94,0.04648862512363996,False,False,False,True,False,False,True,False,False,False
530,7.0,1,0,1,1,0,669,10,335412,501.36322869955154,18000,0.05366534292154127,False,False,False,False,False,False,True,False,False,False
531,3.0,1,0,1,0,16,12,1,6833,569.4166666666666,373,0.054588028684326065,False,False,False,False,False,False,True,False,False,False
532,8.0,0,1,1,0,10,85,3,35569,418.45882352941175,1670,0.04695099665439006,False,False,False,False,False,False,True,False,False,False
533,10.0,0,0,0,0,12,93,6,48810,524.8387096774194,2522,0.051669739807416515,False,False,False,False,False,False,False,False,False,True
534,1.0,1,0,1,0,19,37,7,19458,525.8918918918919,993,0.05103299414122726,False,True,False,False,False,False,True,False,False,False
535,2.0,1,0,0,0,22,26,4,14024,539.3846153846154,802,0.05718767826583,False,False,False,True,False,False,True,False,False,False
536,4.0,1,0,0,0,1,99,7,50708,512.2020202020202,3047,0.0600891378086298,False,False,False,False,False,False,True,False,False,False
537,6.0,0,0,0,0,4,34,5,17130,503.8235294117647,813,0.04746059544658494,False,False,False,False,False,False,True,False,False,False
538,0.0,0,1,0,0,4,41,6,18510,451.4634146341463,1222,0.06601836844948676,False,False,False,False,False,False,True,False,False,False
539,10.0,1,0,0,0,7,42,4,20599,490.45238095238096,1263,0.061313656002718576,False,False,True,False,False,False,True,False,False,False
540,8.0,0,0,0,0,16,27,5,12749,472.18518518518516,715,0.056082830025884385,False,False,False,False,False,False,True,False,False,False
541,0.0,1,0,0,0,22,4,1,1093,273.25,40,0.036596523330283626,False,False,False,True,False,False,False,True,False,False
542,10.0,1,0,1,1,4,14,1,6870,490.7142857142857,335,0.0487627365356623,False,False,True,False,False,False,False,False,False,True
543,0.0,1,0,0,0,14,26,5,14051,540.4230769230769,845,0.060138068464877945,False,True,False,False,False,False,True,False,False,False
544,5.0,1,0,0,0,12,5,1,2933,586.6,248,0.08455506307534948,False,False,False,True,False,False,True,False,False,False
545,0.0,1,0,0,0,22,6,2,4057,676.1666666666666,153,0.03771259551392655,False,False,False,True,False,False,False,True,False,False
546,7.0,1,0,0,1,4,35,7,16835,481.0,1100,0.06534006534006534,False,True,False,False,False,False,True,False,False,False
547,0.0,0,1,1,0,0,22,5,11407,518.5,779,0.06829140001753309,False,False,False,False,False,False,True,False,False,False
548,7.0,1,0,0,0,2,45,8,22784,506.31111111111113,1030,0.04520716292134831,False,True,False,False,False,False,True,False,False,False
549,9.0,0,0,1,0,33,37,6,17959,485.3783783783784,1120,0.06236427418007684,False,False,False,False,False,False,False,False,False,True
550,4.0,1,1,0,0,3,189,7,97540,516.0846560846561,5292,0.05425466475292188,False,False,False,False,False,False,False,False,False,True
551,0.0,1,1,0,1,15,141,6,71388,506.29787234042556,4125,0.05778282064212473,False,False,False,True,False,False,True,False,False,False
552,8.0,1,1,1,0,1,36,5,19936,553.7777777777778,1205,0.06044341894060995,False,False,False,False,False,False,True,False,False,False
553,10.0,0,0,1,0,12,14,4,6734,481.0,370,0.054945054945054944,False,False,False,True,False,False,True,False,False,False
554,7.0,0,0,0,0,7,28,3,14934,533.3571428571429,755,0.05055577875987679,False,False,False,False,False,False,True,False,False,False
555,5.0,0,0,0,0,24,11,1,5426,493.27272727272725,346,0.06376704754883893,False,True,False,False,False,False,False,True,False,False
556,6.0,1,0,0,1,0,464,10,234032,504.37931034482756,13279,0.05674010391741301,False,False,False,False,False,False,True,False,False,False
557,4.0,1,0,0,0,36,76,6,38890,511.7105263157895,2419,0.06220107996914374,False,False,False,False,False,False,True,False,False,False
558,7.0,1,1,0,0,2,55,8,23765,432.09090909090907,1347,0.05667999158426257,False,False,False,True,False,False,True,False,False,False
559,10.0,0,1,0,1,3,111,8,53027,477.72072072072075,3497,0.06594753616082373,True,False,False,False,False,False,True,False,False,False
560,7.0,0,0,0,0,1,143,7,76849,537.4055944055945,4926,0.0640997280381007,False,False,False,True,False,False,True,False,False,False
561,2.0,1,1,1,0,2,168,8,83466,496.82142857142856,4146,0.049672920710229315,False,True,False,False,False,False,True,False,False,False
562,7.0,0,1,0,0,4,65,5,33322,512.6461538461539,1850,0.055518876417982116,False,False,False,False,False,False,True,False,False,False
563,3.0,0,0,1,0,0,339,9,169218,499.16814159292034,9003,0.05320355990497465,False,False,False,False,False,False,False,False,False,True
564,1.0,0,1,1,0,10,59,7,24034,407.35593220338984,1270,0.052841807439460764,False,False,False,False,False,False,False,False,False,True
565,8.0,1,0,1,1,0,101,2,50256,497.58415841584156,2579,0.05131725565106654,False,True,False,False,False,False,True,False,False,False
566,9.0,1,0,1,0,16,116,2,59528,513.1724137931035,3349,0.056259239349549794,False,True,False,False,False,False,True,False,False,False
567,9.0,0,0,0,0,4,111,8,57453,517.5945945945946,2953,0.05139853445424956,False,False,False,True,False,False,True,False,False,False
568,2.0,1,1,1,0,12,17,2,8692,511.29411764705884,335,0.03854118729866544,False,False,False,False,False,False,True,False,False,False
569,6.0,1,1,1,0,1,86,8,46582,541.6511627906976,2491,0.053475591430166156,False,True,False,False,False,False,True,False,False,False
570,8.0,1,1,0,0,3,46,9,22713,493.7608695652174,1161,0.05111610091137234,False,False,False,False,False,False,True,False,False,False
571,3.0,0,1,0,0,3,55,8,28552,519.1272727272727,1308,0.04581115158307649,False,False,True,False,False,False,True,False,False,False
572,3.0,0,1,0,0,1,61,6,32978,540.6229508196722,1953,0.05922129904785008,False,False,False,False,False,False,True,False,False,False
573,2.0,1,0,0,0,4,311,8,149975,482.2347266881029,7427,0.049521586931155194,False,False,False,True,False,False,True,False,False,False
574,1.0,0,1,1,0,3,28,4,14317,511.32142857142856,760,0.05308374659495704,True,False,False,False,False,False,True,False,False,False
575,4.0,0,0,1,0,38,153,7,78685,514.281045751634,4849,0.06162546864078287,False,False,False,True,False,False,True,False,False,False
576,5.0,0,1,0,0,12,75,8,37894,505.25333333333333,2296,0.060590067029081124,False,False,False,False,False,False,True,False,False,False
577,4.0,1,0,0,0,12,14,4,7387,527.6428571428571,408,0.05523216461351022,False,False,False,False,False,False,True,False,False,False
578,5.0,0,1,1,0,2,84,8,47082,560.5,2661,0.05651841468076972,False,False,False,False,False,False,True,False,False,False
579,9.0,0,0,1,0,12,68,4,34927,513.6323529411765,1849,0.05293898703009133,False,False,False,True,False,False,False,False,False,True
580,6.0,1,1,0,0,5,14,4,6453,460.92857142857144,299,0.04633503796683713,False,False,False,False,False,False,True,False,False,False
581,5.0,1,0,0,0,1,86,9,41659,484.40697674418607,2226,0.05343383182505581,False,False,False,False,False,False,True,False,False,False
582,4.0,0,0,1,0,3,16,3,7098,443.625,498,0.07016060862214708,False,False,True,False,False,False,True,False,False,False
583,6.0,0,0,0,0,15,42,5,22457,534.6904761904761,1121,0.04991762034109632,False,True,False,False,False,False,True,False,False,False
584,9.0,1,1,0,0,2,34,6,16492,485.05882352941177,987,0.05984719864176571,False,False,False,False,False,False,True,False,False,False
585,4.0,1,1,0,0,2,145,7,76084,524.7172413793104,4660,0.061248094211660796,False,True,False,False,False,False,True,False,False,False
586,3.0,1,0,0,0,3,216,2,105859,490.087962962963,5558,0.052503802227491285,False,False,False,False,False,False,True,False,False,False
587,5.0,1,1,0,0,3,164,8,88202,537.8170731707318,4865,0.055157479422235325,False,False,True,False,False,False,True,False,False,False
588,0.0,1,1,1,0,3,14,3,6378,455.57142857142856,378,0.059266227657572904,False,False,False,False,False,False,True,False,False,False
589,7.0,0,0,0,0,5,15,5,8056,537.0666666666667,594,0.07373386295928501,False,True,False,False,False,False,True,False,False,False
590,0.0,1,0,1,0,4,157,2,82043,522.5668789808917,4511,0.05498336238314055,False,False,False,False,False,False,True,False,False,False
591,7.0,1,1,0,0,3,79,7,41387,523.8860759493671,2180,0.05267354483291855,False,True,False,False,False,False,True,False,False,False
592,4.0,0,1,0,0,16,41,4,20324,495.7073170731707,1441,0.07090139736272387,False,False,False,False,False,False,True,False,False,False
593,3.0,0,0,0,0,4,174,7,87536,503.08045977011494,4625,0.052835404861999634,False,False,False,False,False,False,False,False,False,True
594,10.0,1,0,0,0,26,45,7,22694,504.31111111111113,1336,0.05887018595223407,False,False,False,False,False,False,True,False,False,False
595,2.0,1,0,1,1,19,14,5,8162,583.0,314,0.038470962999264884,False,False,False,False,False,False,True,False,False,False
596,3.0,1,0,0,0,9,8,4,3696,462.0,117,0.03165584415584415,False,False,False,False,False,False,True,False,False,False
597,2.0,0,0,0,0,15,65,7,29020,446.46153846153845,1953,0.06729841488628532,False,True,False,False,False,False,True,False,False,False
598,8.0,0,1,1,0,7,57,5,26128,458.3859649122807,1337,0.05117115737905695,False,False,False,False,False,False,True,False,False,False
599,0.0,1,0,0,0,3,42,4,21122,502.9047619047619,979,0.046349777483192876,False,False,False,False,False,False,False,False,False,True
600,5.0,0,0,1,0,8,18,7,9336,518.6666666666666,831,0.08901028277634962,False,False,False,True,False,False,True,False,False,False
601,0.0,1,1,0,0,25,64,8,35198,549.96875,2059,0.05849764191147224,False,False,False,False,False,False,True,False,False,False
602,5.0,0,0,0,1,16,124,8,63799,514.508064516129,3629,0.056881769306728946,False,False,False,False,False,False,True,False,False,False
603,8.0,0,0,0,0,0,87,2,42971,493.91954022988506,2283,0.053128854343627095,False,True,False,False,False,False,True,False,False,False
604,5.0,1,0,0,0,31,48,2,21636,450.75,1266,0.058513588463671655,False,True,False,False,False,False,True,False,False,False
605,9.0,1,0,1,0,3,239,8,124115,519.3096234309623,6968,0.056141481690367805,False,False,False,False,False,False,True,False,False,False
606,7.0,1,0,1,0,2,57,6,32272,566.1754385964912,1637,0.05072508676251859,False,True,False,False,False,False,True,False,False,False
607,7.0,1,0,0,0,16,23,4,14505,630.6521739130435,855,0.05894519131334023,False,False,False,False,False,False,False,False,False,True
608,0.0,1,0,0,1,0,116,8,57519,495.8534482758621,3172,0.055146994906031054,False,False,False,False,False,False,True,False,False,False
609,4.0,0,1,1,0,3,17,2,7840,461.1764705882353,444,0.05663265306122449,False,False,False,False,False,False,True,False,False,False
610,2.0,0,1,0,0,19,20,6,9988,499.4,849,0.08500200240288346,False,False,False,False,False,False,True,False,False,False
611,10.0,0,0,1,0,15,30,7,16120,537.3333333333334,709,0.043982630272952856,False,False,False,True,False,False,True,False,False,False
612,9.0,0,1,1,0,1,86,7,41930,487.5581395348837,2412,0.05752444550441212,False,False,False,True,False,False,True,False,False,False
613,8.0,0,0,1,1,44,23,6,12304,534.9565217391304,686,0.05575422626788036,False,True,False,False,False,False,True,False,False,False
614,9.0,1,0,1,0,16,188,2,95334,507.09574468085106,5265,0.05522688652526905,False,False,False,True,False,False,True,False,False,False
615,10.0,1,0,0,0,7,168,9,83142,494.89285714285717,4007,0.048194654927714034,True,False,False,False,False,False,True,False,False,False
616,1.0,0,0,0,0,4,118,1,55368,469.22033898305085,3313,0.05983600635746279,False,False,False,False,False,False,True,False,False,False
617,0.0,1,0,1,0,0,75,2,39099,521.32,2406,0.06153610066753625,False,False,False,False,False,False,True,False,False,False
618,5.0,1,0,0,0,2,79,6,43531,551.0253164556962,2431,0.05584525969998392,False,False,False,False,False,False,True,False,False,False
619,10.0,1,1,1,0,2,88,2,45764,520.0454545454545,2462,0.05379774495236431,False,True,False,False,False,False,True,False,False,False
620,3.0,0,0,0,0,8,20,6,10379,518.95,498,0.04798150110800655,False,False,False,False,False,False,True,False,False,False
621,3.0,0,0,0,0,1,34,3,17941,527.6764705882352,809,0.045092246808985006,True,False,False,False,False,False,True,False,False,False
622,1.0,1,0,1,0,32,27,3,15025,556.4814814814815,802,0.05337770382695507,False,False,False,False,False,False,True,False,False,False
623,5.0,1,0,0,0,12,113,7,54979,486.53982300884957,3345,0.06084141217555794,False,False,False,False,False,False,True,False,False,False
624,6.0,0,0,1,1,1,100,4,55256,552.56,2790,0.05049225423483423,False,True,False,False,False,False,True,False,False,False
625,0.0,1,0,0,0,4,24,2,14116,588.1666666666666,737,0.052210257863417396,False,True,False,False,False,False,False,False,False,True
626,0.0,0,0,0,0,1,199,6,94349,474.11557788944725,4948,0.05244358710744152,False,False,False,False,False,False,False,False,False,True
627,10.0,1,0,1,0,3,41,3,20455,498.9024390243902,1128,0.055145441212417504,False,False,False,False,False,False,True,False,False,False
628,0.0,1,0,0,0,9,38,5,14701,386.86842105263156,617,0.041969934018094006,False,False,False,False,False,False,True,False,False,False
629,5.0,0,0,1,1,3,45,5,19833,440.73333333333335,1020,0.05142943578883679,False,True,False,False,False,False,True,False,False,False
630,1.0,1,0,0,0,4,28,5,13060,466.42857142857144,786,0.06018376722817764,False,True,False,False,False,False,True,False,False,False
631,0.0,1,0,0,0,37,53,7,24242,457.39622641509436,1467,0.060514809009157663,False,False,False,False,False,False,True,False,False,False
632,6.0,1,0,1,0,4,43,6,24036,558.9767441860465,1339,0.05570810450990182,False,False,False,True,False,False,True,False,False,False
633,3.0,0,1,0,1,1,39,6,18607,477.1025641025641,891,0.047885204492932765,False,False,False,False,False,False,True,False,False,False
634,2.0,0,0,0,0,2,12,4,6889,574.0833333333334,399,0.057918420670634345,False,False,False,True,False,False,True,False,False,False
635,1.0,1,0,0,0,4,7,2,5491,784.4285714285714,320,0.0582771808413768,False,False,False,True,False,False,True,False,False,False
636,4.0,0,0,0,0,14,76,8,41626,547.7105263157895,2571,0.06176428193917263,False,False,False,False,False,False,True,False,False,False
637,2.0,0,0,0,0,15,13,5,7505,577.3076923076923,399,0.053164556962025315,False,False,False,True,False,False,True,False,False,False
